id,tokens,pos_tags
8849,"['លើស' 'ពី' 'នេះ' 'សំណាង' 'ក៏' 'ត្រូវ_បាន' 'គេ' 'ចោទ_ប្រកាន់' 'នៅ_ក្នុង'
 'ករណី' 'ដោយ_ឡែក' 'មួយ' 'ទៀត' 'ពាក់ព័ន្ធ' 'នឹង' 'អំពើ_ហិង្សា' 'នៅ' 'ទីលាន'
 'ប្រជា_ធិបតេយ្យ' 'កាល_ពី' 'ថ្ងៃ_ទី' '១៥' 'ខែ_កក្កដា' 'ឆ្នាំ' '២០១៤' '។']","[ 8  7  5 13 16 20 14 20  7 11  8  3 16 21  7 11  7 11 11  7 11  3 13 11
  3  9]"
8850,['លោក~ស្រី' 'ស៊ីម' 'ឆ' 'លីហ៊ាង'],[14 13 13 13]
8851,['ឯក_ឧត្ដម' 'អ៊ិក' 'ជុំនោ'],[14 13 13]
8852,['លោក~ស្រី' 'ធូម' 'សុធីន'],[14 13 13]
8853,['គាត់' 'ឈ្មោះ' 'ចិន'],[14 11 13]
8854,['លោក~ស្រី' 'ឃឿង' 'សីហា'],[14 13 13]
8855,"['កត្តា' 'នេះ' 'ហើយ' 'ទើប' 'លោក' 'កូគីម' 'សម្រេច' 'បង្កើត' 'អង្គការ'
 'មូលនិធិ' 'នេះ' 'ឡើង' 'នៅ' 'កម្ពុជា' '។']",[11  5 16 16 14 13 20 20 11 11  5 16  7 13  9]
8856,['ខ្ញុំ' 'ឈ្មោះ' 'ឈួន' 'ខេមរិន្ទ'],[14 11 13 13]
8857,['ឯក_ឧត្ដម' 'ជួង'],[14 13]
8858,"['នៅ_ពេល' 'ចែក' 'សញ្ញាបត្រ' 'និស្សិត' 'ឯកទេស' 'នីមួយ' 'ៗ' 'គួរ_តែ' 'មាន'
 'ឯក_សណ្ឋាន' 'ច្បាស់លាស់' 'តាម' 'ឯកទេស' 'និង' 'កម្រិត' 'សញ្ញាបត្រ'
 'ការ~សិក្សា' 'ដែល' 'គេ' 'បាន' 'បញ្ចប់' '។']",[ 7 20 11 11 11  5  4 20 20 11  8  7 11  2 11 11 11 17 14  1 20  9]
8859,['ឯក_ឧត្ដម' 'ក្រៃ' 'សុរដ្ឋ'],[14 13 13]
8860,['ឯក_ឧត្ដម' 'រីវ' 'ណារិន'],[14 13 13]
8861,"['គ្រាន់_តែ' 'ក្នុង' 'ឆ្នាំ' '២០១៣' 'នេះ' 'ដី' 'របស់' 'ប្រជា_ពល_រដ្ឋ'
 'ជាង' '២.៩០០' 'គ្រួសារ' 'ត្រូវ_បាន' 'រំលោភ_បំពាន' '។']",[16  7 11  3  5 11  7 11  7  3 11 20 20  9]
8862,"['ព្រះ~ពិស្ណុការ' 'ក៏' 'ចាប់' 'សង់' 'ប្រាសាទ' 'ភ្លាម' 'នៅ' 'ព.ស.' '៦២០'
 '។']",[13 16 20 20 11 16  7  0  3  9]
8863,['២៤' '.' 'បណ្តាញ' 'ព្រះ~សង្ឃ' 'ឯក_រាជ្យ' 'ដើម្បី' 'យុត្តិធម៌' 'សង្គម'],[ 3 18 11 11  8  7 11 11]
8864,['គាត់' 'ឈ្មោះ' 'រ៉ាដែន'],[14 11 13]
8865,['ខ្ញុំ' 'ឈ្មោះ' 'មី' 'ឈិងរ៉ា'],[14 11 13 13]
8866,"['នៅ' 'ពី_មុខ' 'ព្រះ~វិហារ' 'មាន' 'រាង' 'ប្រាសាទ' 'បាក់_បែក' 'ក៏' 'មាន'
 'គង់' 'នៅ' 'ជា' 'ប្រាង្គ' 'តូច' 'មួយ' 'ជាមួយ' 'គំនរ' 'ថ្ម' 'ដែល' 'ធ្លាក់'
 'ប្រគីងប្រគង' 'គ្នា' 'រុះ_រាយ' 'នៅ' 'ជុំវិញ' 'នោះ' '។']","[ 7  7 11 20 11 11  8 16 20  8  7  7 11  8  3  7 11 11 17 20  8 14  8  7
  7  5  9]"
8867,['អ្នក~នាង' 'ថាក់' 'ថាន់'],[14 13 13]
8868,['ឯក_ឧត្ដម' 'ខូ' 'ឌីណា'],[14 13 13]
8869,['លោក~ជំទាវ' 'ភឿង' 'ទេវតា'],[14 13 13]
8870,"['សូម' 'បង_ប្អូន' 'ជួយ' 'ស្រែក' 'រក' 'យុត្តិធម៌' 'ឲ្យ' 'ពិភព_លោក' 'ដឹង'
 'ថា' 'តុលាការ' 'កម្ពុជា' 'គឺ' 'គ្មាន' 'យុត្តិធម៌' 'អញ្ជឹង']",[20 11 20 20 20 11 20 11 20  7 11 13 20 20 11 12]
8871,"['រី_ឯ' 'ថ្ងៃ_ពុធ' 'នេះ' 'ចាប់ផ្តើម' 'ប្រកួត' 'វិញ្ញាសា' 'វាយ' 'គូ' 'បុរស'
 'និង' 'គូ' 'នារី' 'ដោយ' 'កីឡា_ករ' 'ឌី' 'សុបញ្ញា' 'ចាប់' 'ដៃ' 'នឹង' 'យឹម'
 'សុភ័ណ្ឌ' 'ឯ' 'កីឡា_ការិនី' 'កែ' 'ឡេង' 'គូ' 'ជាមួយ' 'អ៊ុក' 'ស្រី' 'មុំ'
 '។']","[ 2 13  5 20 20 11 21 11 11  2 11 11  7 11 13 13 20 11  7 13 13  7 11 13
 13  8  7 13 13 13  9]"
8872,['គាត់' 'ឈ្មោះ' 'លីម'],[14 11 13]
8873,"['ម្ចាស់' 'ឆ្នោត' 'ត្រូវ' 'ពិនិត្យ' 'ទៅ_លើ' 'ចំណុច' 'ជា' 'សំខាន់' 'ថា'
 'តើ' 'គណបក្ស' 'ណា_មួយ' 'នៅ_តែ' 'បន្ត' 'និង' 'ដាក់_បញ្ចូល' 'មន្រ្តី'
 'តុលាការ' 'កង_យោធ_ពល' 'ខេមរ_ភូមិន្ទ' 'និង' 'នគរបាល' 'ជាតិ' 'ទៅ_ក្នុង'
 'ការ~ដឹក_នាំ' 'ធ្វើ' 'សកម្មភាព' 'បម្រើ' 'គណបក្ស' 'នោះ']","[11 11 20 20  7 11 20  8  7 15 11  5 16 20  2 20 11 11 11 11  2 11 11  7
 11 20 11 21 11  5]"
8874,['លោក' 'សុខ' 'ខេង'],[14 13 13]
8875,['ឯក_ឧត្ដម' 'ជុត'],[14 13]
8876,['អ្នក~នាង' 'ចាន់' 'សុក្រិត'],[14 13 13]
8877,"['អ្នក~គាំទ្រ' 'ដែល' 'មាន' 'កំហឹង' 'ខ្លះ' 'តប_ត' 'វិញ' 'ដោយ' 'វាយ' 'ក្រុម'
 'សន្តិសុខ' 'ជាមួយ_នឹង' 'បំពង់_ទីប' 'ជ័រ' 'ពណ៌' 'ខៀវ' '(' 'ប្រើ' 'សម្រាប់'
 'ចង' 'ទង់_ជាតិ' ')' '។']",[11 17 20 11  5 20 16  7 20 11 11  7 11 11 11  8 18 20  7 20 11 18  9]
8878,['លោក' 'សាវី'],[14 13]
8879,"['លោក' 'វឌ្ឍនា' 'ដែល' 'ធ្លាប់' 'ចូល_រួម' 'ក្នុង' 'សកម្មភាព' 'និង' 'គម្រោង'
 'ជាមួយ' 'យុវ_ជន' 'ជា_ច្រើន' 'ទាក់ទង' 'នឹង' 'ការ~ការពារ' 'និង' 'ថែ_រក្សា'
 'បរិស្ថាន' 'បាន' 'បន្ត' 'ថា' 'កន្លង_មក' 'ការ~យល់_ដឹង' 'របស់' 'ប្រជា_ជន'
 'ទូទៅ' 'និង' 'យុវ_ជន' 'មួយ_ចំនួន' 'ធំ' 'ទទួល_បាន' 'ដោយ' 'ប្រយោល' 'តាម'
 'ព័ត៌មាន' 'និង' 'របាយការណ៍' 'នានា' 'ដែល' 'ផ្សព្វផ្សាយ' 'និង' 'ចែកចាយ'
 'តាម_រយៈ' 'បណ្ដាញ' 'សង្គម' '។']","[14 13 17 16 20  7 11  2 11  7 11  8 21  7 11  2 20 11  1 20  7 16 11  7
 11  8  2 11  5  8 20  7  8  7 11  2 11  5 17 20  2 20  7 11 11  9]"
8880,"['លោក' 'ថា' '៖' '«' 'ច្បាប់' 'នេះ' 'វា' 'មាន' 'លក្ខណៈ' 'រឹត_បន្តឹង'
 'បន្ថយ' 'សិទ្ធិ' 'ទៅ_ដល់' 'កម្មករ' 'និយោជិត' 'និង' 'តំណាង' 'សហជីព'
 'សិទ្ធិ' 'ជា_មូលដ្ឋាន' 'ក្នុង' 'ការ~ចរចា' 'តាម' 'អនុសញ្ញា' 'រួម' 'ជាដើម'
 '»' '។']","[14 20 18 18 11  5 14 20 11 20 20 11  7 11 11  2 11 11 11  8  7 11  7 11
  8  8 18  9]"
8881,['លោក~ជំទាវ' 'ពៅ'],[14 13]
8882,['លោក' 'ព្រា'],[14 13]
8883,['គាត់' 'ឈ្មោះ' 'ពាង' 'ចំណាប់'],[14 11 13 13]
8884,['លោក~ស្រី' 'សុខ' 'ចិ' 'មួយ'],[14 13 13 13]
8885,['គាត់' 'ឈ្មោះ' 'សុផានី'],[14 11 13]
8886,['គាត់' 'ឈ្មោះ' 'អ៊ុក'],[14 11 13]
8887,"['ត្រឹម' 'ចុង' 'ឆ្នាំ' '២០១៣' 'កម្មវិធី' 'ទាំង' 'ពីរ' 'នោះ' 'ត្រូវ_បាន'
 'បរាជ័យ' '។']",[ 7 11 11  3 11  5  3  5 20  8  9]
8888,['ឯក_ឧត្ដម' 'ឆាយ' 'ធិន'],[14 13 13]
8889,['លោក~ជំទាវ' 'ជុត'],[14 13]
8890,['លោក~ជំទាវ' 'ឈីង'],[14 13]
8891,['ខ្ញុំ' 'ឈ្មោះ' 'ឆោម'],[14 11 13]
8892,['គាត់' 'ឈ្មោះ' 'ជុង' 'វេង'],[14 11 13 13]
8893,['ខ្ញុំ' 'ឈ្មោះ' 'ចក់' 'និស្ស័យ'],[14 11 13 13]
8894,"['ជាង' 'នេះ' 'ទៀត' 'សមាជិក' 'គ្រួសារ' 'មាន' 'សិទិ្ធ' 'ក្នុង' 'ការ~ដឹង'
 'នូវ' 'ការ~ពិត' 'ពាក់ព័ន្ធ' 'នឹង' 'ស្ថានភាព' 'នៃ' 'ការ~បាត់' 'ខ្លួន'
 'ដោយ' 'បង្ខំ' 'ដំណើរការ' 'និង' 'លទ្ធផល' 'នៃ' 'ការ~ស៊ើប_អង្កេត' 'ហើយ_និង'
 'ជោគ_វាសនា' 'ឬ' 'ទី_កន្លែង' 'ដែល' 'សូផាត' 'កំពុង' 'នៅ' '។']","[ 7  5 16 11 11 21 11  7 11  7 11 21  7 11  7 11 11  7 20 11  2 11  7 11
  2 11  7 11 17 13  1 20  9]"
8895,"['ស្ត្រី' 'រង_គ្រោះ' 'ដែល' 'បាន' 'តស៊ូ' 'ការពារ' 'ផ្ទះ' 'រហូត' 'ជាប់'
 'ពន្ធនាគារ' '។']",[11 21 17  1 20 20 11  7 20 11  9]
8896,['អ្នក~នាង' 'ជួង'],[14 13]
8897,['លោក~ជំទាវ' 'ប៉ុល' 'ប៉េច'],[14 13 13]
8898,['លោក~ស្រី' 'លិញ' 'រក្សា'],[14 13 13]
8899,['ខ្ញុំ' 'ឈ្មោះ' 'ហី'],[14 11 13]
8900,['នេះ' 'គឺ_ជា' 'ស៊ីនឿន'],[ 5 20 13]
8901,['អ្នក~នាង' 'ឡៃ'],[14 13]
8902,['ឯក_ឧត្ដម' 'ឬទ្ធិ'],[14 13]
8903,['នេះ' 'គឺ_ជា' 'វង្ស' 'សង្ហារ'],[ 5 20 13 13]
8904,['ឯក_ឧត្ដម' 'ដោម' 'ចន្ធី'],[14 13 13]
8905,['លោក~ជំទាវ' 'ប៉ិ'],[14 13]
8906,['ឯក_ឧត្ដម' 'ជឿន' 'ដារី'],[14 13 13]
8907,['ខ្ញុំ' 'ឈ្មោះ' 'សឿន' 'សុភក្តិ'],[14 11 13 13]
8908,"['យោង' 'តាម' 'ក្រុមហ៊ុន' 'ដែល' 'តាមដាន' 'ចំណុច' 'លក់' 'នៅ_ក្នុង' 'ប្រទេស'
 'កម្ពុជា' 'ទូរទស្សន៍' 'អេក្រង់' 'សំប៉ែត' 'ចំនួន' '១២៦' 'ពាន់' 'គ្រឿង'
 'ត្រូវ_បាន' 'លក់' 'ចេញ' 'កាល_ពី' 'ខែ_មេសា' 'ឆ្នាំ' '២០១៤' 'ដល់' 'ខែ_មីនា'
 'ឆ្នាំ' '២០១៥' 'គឺ' 'កើន_ឡើង' '៤០' 'ភាគ_រយ' 'ធៀប' 'នឹង' 'រយៈ_ពេល'
 'ដូច_គ្នា' 'មួយ' 'ឆ្នាំ' 'កន្លង_មក' 'គិត' 'ជា' 'ទឹក_ប្រាក់' '៤៦,៣' 'លាន'
 'ដុល្លារ' 'គឺ' 'កើន_ឡើង' '២៣' 'ភាគ_រយ' '។']","[21  7 11 17 20 11 21  7 11 13 11 11  8 11  3  3 11 20 20 12  7 13 11  3
  7 13 11  3 20 20  3 11 21  7 11  8  3 11 16 21  7 11  3  3 13 20 20  3
 11  9]"
8909,"['-' 'បាន_ជា' 'ខ្ញុំ' 'វាយ' 'ស្គរ' 'ពីព្រោះ' 'ខ្ញុំ' 'ឃើញ' 'សត្វ' 'ទុង'
 'វា' 'លយ' 'សំពៅ' 'ខ្ញុំ' 'ស្មាន' 'តែ' 'កើត' 'ហេតុ' 'អ្វី' 'មួយ' 'បាន_ជា'
 'វា' 'នាំ_គ្នា' 'បើក' 'សំពៅ' 'រត់' 'យ៉ាង' 'នេះ' '។']","[18 16 14 20 11  2 14 20 11 11 14 20 11 14 20 16 20 11 14  3 16 14 16 20
 11 20 16  5  9]"
8910,"['ឆ្លើយ_តប' 'ទៅ_នឹង' 'ការ~ចោទ_ប្រកាន់' 'របស់' 'ក្រុមហ៊ុន' 'ភ្នំ_ពេញ'
 'ស៊ូហ្គើរ' 'លើ' 'លោក' 'អៀង' 'វុទ្ធី' 'នាយក' 'ប្រតិបត្តិ' 'អង្គការ'
 'សមធម៌' 'កម្ពុជា']",[21  7 11  7 11 13 13  7 14 13 13 11 21 11 11 13]
8911,['លោក' 'ឃេន' 'សីឌី'],[14 13 13]
8912,['ខ្ញុំ' 'ឈ្មោះ' 'អ៊ុន' 'តាក់'],[14 11 13 13]
8913,['លោក~ជំទាវ' 'កាន់'],[14 13]
8914,"['មាត្រា' '២២' 'អាពាហ៍_ពិពាហ៍' 'រវាង' 'បុរស' 'អាយុ' 'តិច' 'ជាង' '២០'
 'ឆ្នាំ' 'រឺ' 'នារី' 'អាយុ' 'តិច' 'ជាង' '១៨' 'ឆ្នាំ' 'ត្រូវ' 'ទុក_ជា'
 'មោឃ' '។']",[11  3 11  7 11 11  8 16  3 11  7 11 11  8 16  3 11 20 20  8  9]
8915,"['ព្រះ~មហា_ក្សត្រ' 'មួយ' 'ព្រះ~អង្គ' 'ព្រះ~នាម' 'ព្រះ~បាទ' 'យស' 'កេរ្តិ៍'
 'គ្រង_រាជ្យ' 'នៅ' 'ដែន' 'សិម្ពលី' 'មាន' 'អគ្គ' 'មហេសី' 'ព្រះ~នាម'
 'សុវណ្ណ' 'មាលា' '។']",[11  3 11 11 14 13 13 20  7 11 13 20  8 11 11 13 13  9]
8916,['លោក~ស្រី' 'ម៉ៅ' 'សុណាយ'],[14 13 13]
8917,"['បដិវត្តន៍' 'ចិត្ត' 'គំនិត' 'មួយ' 'នេះ' 'អាច_នឹង' 'មាន' 'គ្រោះថ្នាក់'
 'ដល់' 'កម្រិត' 'ណា' '?']",[11 11 11  3  5 20 20 11  7 11 14 18]
8918,['លោក~ជំទាវ' 'សុផល'],[14 13]
8919,['លោក~ស្រី' 'ផាន់ណា'],[14 13]
8920,['លោក~ជំទាវ' 'ភឹម'],[14 13]
8921,"['ថ្ងៃ' '២៣' 'ខែ_វិច្ឆិកា' 'ឆ្នាំ' '២០១៤' '-' 'យើង_ខ្ញុំ' 'ជា' 'ក្រុម'
 'សង្គម' 'ស៊ីវិល' 'ទាំង' '១៦' 'សូម' 'សំណូមពរ' 'ដ៏' 'ទទូច' 'ដល់' 'អាជ្ញាធរ'
 'ប្រទេស' 'កម្ពុជា' 'សូម' 'លោក' 'មេត្តា' 'លើក' 'ចោល' 'បទ' 'ចោទ_ប្រកាន់'
 'មក' 'លើ' 'អ្នក~ការពារ' 'សិទិ្ធ' 'មនុស្ស' 'ដ៏' 'ល្បី' 'ឈ្មោះ'
 'ព្រះ~តេជ_គុណ' 'លួន' 'សុវ៉ាត' '។']","[11  3 13 11  3 18 14 21 11 11 11  5  3 20 20 16 20  7 11 11 13 20 14 20
 11 16 11 21  7  7 11 11 11 16  8 11 11 13 13  9]"
8922,"['តាម' 'ការ~វិភាគ' 'ព័ត៌មាន' 'វីដេអូ' 'ពី' 'ម៉ាស៊ីន' 'ថត' 'វីដេអូ'
 'សុវតិ្ថភាព' 'បាន' 'បង្ហាញ' 'ថា' 'លោក' 'ត្រូវ_បាន' 'គេ' 'បញ្ជូន' 'ចេញ'
 'ទៅ' 'ដោយ' 'មាន' 'វត្តមាន' 'របស់' 'មន្រ្តី' 'នគរបាល' '។']","[ 7 11 11 13  7 11 21 13 11  1 20  7 14 20 14 20 12  7  7 20 11  7 11 11
  9]"
8923,"['ព្រះ~ពិស្ណុការ' 'ក៏' 'រត់' 'ទៅ' 'ចាប់' 'ឱប' 'រឹត' 'នាង' 'យ៉ាង'
 'ស្និទ្ធស្នាល' 'ជា' 'ទី_បំផុត' '។']",[13 16 20  7 20 20 20 14 16  8  7 11  9]
8924,"['ការ~បើក' 'ច្រក' 'ស្ទឹង_បត់' 'គឺ' 'ដើម្បី' 'សម្រួល' 'ចរាចរណ៍' 'ទំនិញ'
 'ខណៈ' 'ច្រក' 'ប៉ោយប៉ែត' 'ទុក' 'សម្រាប់' 'ភ្ញៀវ' 'ទេសចរ' '។']",[11 11 13 20  7 20 11 11 11 11 13 20  7 11 11  9]
8925,['កញ្ញា' 'សុគន្ធារី'],[14 13]
8926,['លោក~ស្រី' 'គីម'],[14 13]
8927,"['ការ~រំលោភ_បំពាន' 'សិទ្ធិ' 'របស់' 'មនុស្ស' 'ដោយសារ_តែ'
 'ចំណង់_ចំណូល_ចិត្ដ' 'ផ្លូវ_ភេទ' 'របស់' 'ពួក_គេ' 'គឺ_ជា' 'ទង្វើ' 'ដែល'
 'មិន' 'អាច' 'អត់ឱន' 'ឲ្យ_បាន' 'ឡើយ' '។']",[11 11  7 11  2 11 11  7 14 20 11 17 16 20 20 16 12  9]
8928,"['អ្នក' 'ទាំង' 'ប្រាំ_ពីរ' 'នាក់' 'ត្រូវ_បាន' 'ចាប់_ខ្លួន' 'កាល_ពី'
 'ថ្ងៃ_ទី' '១០' 'ខែ_វិច្ឆិកា' 'ឆ្នាំ' '២០១៤' 'មុន_ពេល' 'ត្រូវ_បាន'
 'ចោទ_ប្រកាន់' 'និង' 'ផ្តន្ទា_ទោស' 'មួយ' 'ថ្ងៃ' 'បន្ទាប់_ពី' 'បទ' 'បង្ក'
 'ឧបសគ្គ' 'ដល់' 'ចរាចរណ៍' 'សាធារណៈ' '(' 'មាត្រា' '៧៨' 'នៃ' 'ច្បាប់'
 'ស្តី_ពី' 'ចរាចរណ៍' 'ផ្លូវ_គោក' ')' '។']","[14  5  3 10 20 20  7 11  3 13 11  3  7 20 20  2 20  3 11  7 11 21 11  7
 11 11 18 11  3  7 11  7 11 11 18  9]"
8929,['លោក~ស្រី' 'ឈិន'],[14 13]
8930,['នេះ' 'គឺ_ជា' 'មួត' 'កន្និដ្ឋា'],[ 5 20 13 13]
8931,['លោក~ជំទាវ' 'សំ' 'ស្រី' 'គីម'],[14 13 13 13]
8932,['លោក~ជំទាវ' 'ទេព្យ' 'ផល្គុន'],[14 13 13]
8933,['កញ្ញា' 'ម៉ាក់' 'ចាន់' 'បុត្រ'],[14 13 13 13]
8934,"['ទាំង' 'នគរបាល' 'និង' 'យោធា' 'បាន' 'ឆ្លើយ' 'ថា' 'លោក' 'មិន' 'ត្រូវ_បាន'
 'គេ' 'ឃុំ_ខ្លួន' 'ក្នុង' 'មន្ទីរ' 'ឃុំ_ខ្លួន' 'ក្នុង' 'ទី_ស្នាក់ការ'
 'ទាំង' 'ពីរ' 'នេះ' 'ទេ' '។']",[ 5 11  2 11  1 20  7 14 16 20 14 20  7 11 21  7 11  5  3  5 12  9]
8935,"['នាង' 'នោះ' 'ក៏' 'រៀបចំ' 'ដាក់' 'ហិប' 'ដាក់' 'ឡាំង' 'មិន' 'ឲ្យ' 'អ្នក~ណា'
 'ឃើញ' 'ហើយ_ក៏' 'ជួល' 'ជាង' 'ឲ្យ' 'ធ្វើ' 'គ្រឿង' 'ប្រដាប់' 'លក់' 'ជា'
 'ជំនួញ' 'រឹតតែ' 'មាន' 'ឡើង' 'ៗ' 'បាន_ជា' 'សេដ្ឋី' 'មាន' 'មនុស្ស' 'កុះករ'
 'មូល' 'មក' 'នៅ' 'ពឹងពាក់' 'ជា_ច្រើន' 'រាប់' 'មិន' 'អស់']","[14  5 16 20 20 11 20 11 16 20 14 20 16 20  7  7 20 11 11 20  7 11 16 20
 16  4 16 11 20 11  8  8 20 20 20  8 20 16 16]"
8936,['នេះ' 'គឺ_ជា' 'ហាត់' 'ទូច'],[ 5 20 13 13]
8937,"['ទោះ_ជា' 'យ៉ាង_ណា' 'អាជ្ញាធរ' 'ប្រេង_កាត' 'ជាតិ' 'កម្ពុជា' 'បាន'
 'ឲ្យ_ដឹង' 'ថា' 'ច្បាប់' 'នេះ' 'ត្រូវ_បាន' 'រំពឹង' 'ថា' 'នឹង' 'អនុម័ត'
 'ក្នុង' 'ពេល' 'ឆាប់' 'ៗ' 'នេះ' '។']",[ 2 14 11 11 11 13  1 20  7 11  5 20 20  7  1 20  7 11 16  4  5  9]
8938,"['លើស' 'ពី' 'នោះ' 'ប្រជា_ពល_រដ្ឋ' 'ខ្លះ' 'ទៀត' 'បាន' 'យក' 'ស្រូវ' 'ទៅ'
 'ព្រួស' 'នៅ' 'កន្លែង' 'ដែល' 'ក្រុមហ៊ុន' 'ធ្វើ' 'ការ~ឈូសឆាយ' 'រួច_ហើយ'
 'ហើយ' 'បាន' 'ទាមទារ' 'យក' 'ដី' 'នោះ' 'ទៀត_ផង' '។']","[ 8  7  5 11  5 16  1 20 11  7 20  7 11 17 11 20 11 16 16  1 20 20 11  5
 16  9]"
8939,['ខ្ញុំ' 'ឈ្មោះ' 'ថារ៉ូ'],[14 11 13]
8940,['លោក' 'ទៀប' 'ភារុំ'],[14 13 13]
8941,['លោក~ស្រី' 'ណោន' 'សារម្យ'],[14 13 13]
8942,['លោក~ស្រី' 'តែ' 'ឡៃ' 'ហ្វាន់'],[14 13 13 13]
8943,['អ្នក~នាង' 'យៀម' 'ស្រី' 'លាក់'],[14 13 13 13]
8944,['គាត់' 'ឈ្មោះ' 'វ៉ាន់' 'ឆាយ'],[14 11 13 13]
8945,['ខ្ញុំ' 'ឈ្មោះ' 'សំណាង'],[14 11 13]
8946,['លោក~ជំទាវ' 'យ៉ែម'],[14 13]
8947,['លោក~ជំទាវ' 'ណុប' 'សុភ័ណ្ឌ'],[14 13 13]
8948,"['បុរស' 'កម្ជិល' 'ដេក' 'ទាល់_តែ' 'ថ្ងៃ' 'រះ' 'ប្រពន្ធ' 'ពុំ' 'ហ៊ាន' 'ដាស់'
 'ចាំ' 'ឲ្យ' 'ក្រោក' 'ខ្លួន_ឯង' ',' 'ដល់' 'ក្រោក' 'ហើយ' 'ប្រពន្ធ' 'ដង'
 'ទឹក' 'ទៅ' 'លប់' 'មុខ' 'ឲ្យ' 'រួច_ស្រេច' 'នាង' 'ក៏' 'ហុច' 'ស្លា' 'បារី'
 'និង' 'បាយ' 'កញ្ចប់' 'ព្រម_ទាំង' 'គ្រឿង' 'ប្រដាប់' 'ទៅ_ឲ្យ' 'ប្ដី']","[11  8 20  2 11 16 11 16 20 20 20 20 20 14 18  7 20 16 11 11 11  7 20 11
 16 16 14 16 20 11 11  2 11 11  7 11 11  7 11]"
8949,['ឯក_ឧត្ដម' 'គង់' 'សំអឿន'],[14 13 13]
8950,['ខ្ញុំ' 'ឈ្មោះ' 'អៀម' 'លី' 'ហ៊ាង'],[14 11 13 13 13]
8951,['គាត់' 'ឈ្មោះ' 'សារ៉ន' 'យ៉ាវឌី'],[14 11 13 13]
8952,['ឯក_ឧត្ដម' 'វ៉ាត់' 'ដារ៉ូ'],[14 13 13]
8953,['លោក' 'ឆាយ'],[14 13]
8954,['លោក~ស្រី' 'សិលា'],[14 13]
8955,"['លោក' 'ញឹម' 'វណ្ណ' 'ដា' 'អនុ' 'ប្រធាន' 'គណៈ_កម្មាធិការ' 'ជាតិ'
 'គ្រប់គ្រង' 'គ្រោះ_មហន្តរាយ' 'បាន' 'ឲ្យ_ដឹង' 'ថា' 'គណៈ_កម្មាធិការ' 'នេះ'
 'នឹង' 'ពិចារណា' 'យ៉ាង' 'លម្អិត' 'បន្ទាប់_ពី' 'សេចក្តី~ព្រាង' 'ច្បាប់'
 'នេះ' 'ចូល' 'ជា_ធរមាន' 'ប៉ុន្តែ' 'ការ~អនុវត្ត' 'ការងារ' 'ទាំង' 'នេះ' 'គឺ'
 'ទាមទារ' 'ពេល_វេលា' '។']","[14 13 13 12  8 11 11 11 21 11  1 20  7 11  5  1 20 16  8  7 11 11  5 20
  8  2 11 11  5  5 20 20 11  9]"
8956,"['កីឡា_ការិនី' 'វាយ' 'កូន' 'បាល់' 'លំដាប់' 'ទី' '១' 'ពិភព_លោក' 'ស៊េរីណា'
 'វីលៀម' 'នៅ_តែ' 'រក្សា' 'បាន' 'ភាព~ខ្លាំង' 'របស់' 'ខ្លួន' 'ជា' 'ដដែល'
 'ក្រោយ_ពី' 'នាង' 'យក_ឈ្នះ' 'ពាន' 'ព្រឹត្តិ_ការណ៍' 'ធំ' 'នៅ' 'ប្រទេស'
 'បារាំង' 'កាល_ពី' 'ថ្ងៃ_សៅរ៍' 'ទី' '៦' 'ខែ_មិថុនា' 'កន្លង_មក' 'នេះ' '។']","[11 21 11 11 11 11  3 11 13 13 16 20 22 11  7 14  7 16  7 14 20 11 11  8
  7 11 13  7 13 11  3 13  8  5  9]"
8957,['លោក~ស្រី' 'សុវិចិត្រ'],[14 13]
8958,"['ដោយសារ_តែ' 'ជម្លោះ' 'នេះ' 'អ្នក~ភូមិ' 'យើង' 'បាន' 'ធ្វើ' 'ចំណាកស្រុក'
 'ទៅ' 'ថៃ' 'ដើម្បី' 'ធ្វើ_ការ' 'ហើយ' 'កូន' 'របស់' 'យើង' 'បាន' 'ឈប់' 'ពី'
 'សាលា' 'ដើម្បី' 'ស្វែង_រក' 'ការងារ' 'ធ្វើ' '»' '។']","[ 2 11  5 11 14  1 20 11  7 13  7 20 16 11  7 14  1 20  7 11  7 20 11 21
 18  9]"
8959,"['ទាក់ទង' 'នឹង' 'ការ~ប្រកួត' 'មិត្ត^ភាព' 'ជាមួយ' 'កាល_ពី' 'ម្សិល_មិញ'
 'នេះ' 'ដើម្បី' 'អបអរ' 'ការ~ឈ្នះ' 'ពាន' 'ក្របខ័ណ្ឌ' 'អង់គ្លេស' 'របស់'
 'ក្រុម' 'ខ្លួន' 'គាត់' 'បាន' 'ប្រាប់' 'សន្និសីទ' 'សារ_ព័ត៌មាន' 'ថា' '៖'
 '«' 'ខ្ញុំ' 'ពិត_ជា' 'រំភើប' 'ណាស់' 'ក្នុង' 'ការ~អបអរ' 'ការ~ឈ្នះ' 'ពាន'
 'របស់' 'យើង' 'នៅ' 'ទី_នេះ' 'ហើយ' 'ខ្ញុំ' 'នឹង' 'ត្រៀម_លក្ខណៈ' 'របស់'
 'យើង' 'ដូច' 'ធម្មតា' '។' '»']","[21  7 11 11  7  7 11  5  7 20 11 11 11 13  7 11 14 14  1 20 11 11  7 18
 18 14 16 20 16  7 11 11 11  7 14  7 11 16 14  1 20  7 14  8  8  9 18]"
